imdbId,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Cambodia,Canada,Central America,Chile,China,Colombia,Croatia,Curaçao,Czech Republic,Denmark,Domestic,Dominican Republic,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Mongolia,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Russia/CIS,Saudi Arabia,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Switzerland (German),Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam,Baltic States,Bangladesh,Central America+,Cyprus,Czech Republic/Slovakia,Djibouti,East Africa,Lebanon/United Arab Emirates,Lesser Antilles,Mauritius,Middle East,Middle East Other,Middle East/UAE,Morocco,New Caledonia,Palestine,Reunion,Russia/CIS/Ukraine,Sri Lanka,Tunisia,West Indies,Greece and Cyprus,Ireland,S/E/W Africa,Syria,Yugoslavia,Costa Rica,Honduras,Nicaragua,Switzerland (Italian),El Salvador,Guatemala,Netherlands Antilles,North Macedonia,South Africa/Nigeria,Switzerland (French/Italian),E/W Africa,Laos,Bosnia,Soviet Union,Malta
0116922,Lost Highway (1997),,,,,,,,,,,,,,,,,,,,"$3,726,792",,,,,,,,,,,,,,,,,,"$81,668",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,347",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0115964,Crash (1996),,,,,,,,,,,,,,,,,,,,"$2,664,812",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$564,,,,,,,,,,"$6,479",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119528,Liar Liar (1997),,,"$16,274,409",,,,,,,,,,,,,,,,,,,,,,,,"$8,152,442","$10,608,762",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,512,548",,,,,,,,,,,"$19,147,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120094,Selena (1997),,,,,,,,,,,,,,,,,,,,"$35,764,351",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0118615,Anaconda (1997),,,,,,,,,,,,,,,,,,,,"$65,885,767",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120032,Romy and Michele's High School Reunion (1997),,,,,,,,,,,,,,,,,,,,"$29,235,353",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0118655,Austin Powers: International Man of Mystery (1997),,,,,,,,,,,,,,,,,,,,"$53,911,748",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120383,"Truth or Consequences, N.M. (1997)",,,,,,,,,,,,,,,,,,,,"$109,261",,,,,,,,,,,,,,,,,,"$12,785",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120479,Warriors of Virtue (1997),,,,,,,,,,,,,,,,,,,,"$6,524,620",,,,,,,,,,,,,,,,,,"$12,416",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119116,The Fifth Element (1997),,,"$112,599",,,,,,,,,,,,,,,,,"$63,820,180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0115744,Brassed Off (1996),,,,,,,,,,,,,,,,,,,,"$2,576,331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,375",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119567,The Lost World: Jurassic Park (1997),,,"$15,673,811",,,,,,,,,,,,,,,,,"$229,086,679",,,,,,,"$29,120,276","$34,606,852",,,,,,,,,,,,"$85,961,054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,650,276",,,,,,,,,,,"$44,035,755",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0118880,Con Air (1997),,,"$35,773",,,,,,,,,,,,,,,,,"$101,117,573",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0118688,Batman & Robin (1997),,,,,,,,,,,,,,,,,,,,"$107,353,792",,,,,,,,"$7,915,138",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,686,860",,,,,,,,,,,"$24,818,099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119282,Hercules (1997),,,,,,,,,,,,,,,,,,,,"$99,112,101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0057345,Contempt (1963),,,,,,,,,,,,,,,,,,,,"$1,143,231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,158",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119094,Face/Off (1997),,,,,,,,,,,,,,,,,,,,"$112,276,146",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119654,Men in Black (1997),,,$304,,,,,,,,,,,,,,,,,"$250,690,539",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$540,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0116930,Love Serenade (1996),,,,,,,,,,,,,,,,,,,,"$604,523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0082198,Conan the Barbarian (1982),,,,,,,,,,,,,,,,,,,,"$39,565,475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119190,George of the Jungle (1997),,,,,,,,,,,,,,,,,,,,"$105,263,257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119081,Event Horizon (1997),,,$587,,,,,,,,,,,,,,,,,"$26,673,242",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119675,Mimic (1997),,,,,,,,,,,,,,,,,,,,"$25,480,490",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119174,The Game (1997),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119164,The Full Monty (1997),"$2,955,479",,"$16,342,421","$702,893",,"$3,015,413","$41,070","$2,761,544","$73,441",,,"$366,506","$645,045",,"$432,204","$271,834",,,"$3,122,952",,"$17,416","$148,886",,"$87,397",,"$1,229,552","$20,774,595","$12,784,859",,,"$1,012,958","$191,420","$317,831","$168,211",,,"$2,426,471","$13,665,674","$6,447","$2,659,337",,,,"$61,540","$63,154","$22,630",,"$1,607,954",,"$1,498,208","$2,767,843",,"$2,005,614",,,,"$27,869","$195,915","$58,656","$349,179","$261,930","$80,105",,"$119,926",,"$213,577",,,"$849,917",,"$221,291",,"$435,844","$14,949,191","$4,529,395","$4,396,822",,,"$975,975","$237,318",,"$273,735",,,"$84,649,756","$381,128","$199,897",,,,,,"$306,138",,,,"$9,540",,,,"$50,531",,,,,,,,,"$2,313,301",,,,"$130,532",,,,,,,,,"$1,522,260",,,,,,
0119345,I Know What You Did Last Summer (1997),,,,,,,,,,,,,,,,,,,,"$72,586,134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119177,Gattaca (1997),,,,,,,,,,,,,,,,,,,,"$12,532,777",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0118689,Bean (1997),"$1,173,919",,"$14,331,780","$4,483,318",,"$4,084,040",,"$3,206,050","$135,327",,,"$50,270","$334,319",,"$793,158","$685,652",,,"$2,211,527",,,,,,,"$2,874,809","$20,608,582","$36,145,530",,"$1,282,185","$1,363,252","$784,460","$473,584",,,,"$1,222,024","$20,504,475",,"$12,100,100",,,,"$287,107",,"$67,245","$864,495","$844,299",,"$7,151,343","$1,909,744",,"$2,427,701",,,,,,"$561,946","$1,797,240",,,,"$123,228",,,,"$547,036","$1,555,974",,"$468,870","$2,262,089","$381,809","$9,730,944","$4,367,567","$4,258,470",,,"$886,972","$706,556",,"$553,586",,,"$28,439,171","$165,486","$146,693",,,,,,"$892,974",,,"$502,715",,,,,,,,,,"$310,555",,,,,"$3,231,189",,,,,,,,,,,,,,,,,,
0118749,Boogie Nights (1997),,,,,,,,,,,,,,,,,,,,"$26,416,349",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120201,Starship Troopers (1997),,,$165,,,,,,,,,,,,,,,,,"$54,814,377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120382,The Truman Show (1998),,,,,,,,,,,,,,,,,,,,"$125,618,201",,,,,,,"$10,761,700","$19,790,705",,,,,,,,,,"$15,119,743",,,,,,,,,,,,,$511,,,,,,,,,,,,,,,,,,,,,,"$110,829","$7,514,571",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0118583,Alien: Resurrection (1997),"$1,422,362",,"$3,832,598","$783,414",,"$1,902,553","$59,879","$2,687,410","$96,648",,,"$433,218","$446,064",,"$549,618","$149,939",,,"$1,300,845",,"$28,887","$79,927","$28,214","$45,167",,"$446,274","$16,383,923","$12,266,389",,,"$1,832,103","$527,474","$75,537",,"$245,942",,"$439,612","$3,882,892","$44,456","$16,192,178",$1,,,"$27,787","$72,190","$20,233","$1,049,589","$3,318,477",,"$1,057,824","$697,240",,"$754,164",,,,"$15,742","$215,103","$880,927","$1,147,829","$708,488","$651,915",,"$171,671",,,,,"$1,300,139",,"$92,123",,"$5,001,318","$6,578,802","$2,056,191","$1,628,289",,,"$3,243,030","$1,056,267",,"$434,828",,,"$12,119,076","$154,050","$392,439",,,,,,"$463,477",,,,"$51,145",,,,"$94,874",,,,,"$411,786",,,,"$779,996",,"$624,408",,"$125,470",,,,,,,,,,,,,,,
0120082,Scream 2 (1997),,,,,,,,,,,,,,,,,,,,"$101,363,301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120338,Titanic (1997),"$23,269,046",,"$38,891,987","$11,666,369","$24,818","$20,701,637","$1,127,643","$70,460,123","$1,024,062",,,"$4,324,120","$6,179,457","$153,601,357","$5,349,365","$1,658,271",,"$3,784,818","$13,322,975","$674,292,608","$578,917","$1,201,929","$4,552,211","$472,529",,"$8,770,850","$129,127,181","$129,974,110",,"$485,205","$15,162,878","$2,223,043","$1,082,630","$12,749,919","$2,989,269",,"$8,538,685","$67,953,353","$646,208","$201,389,568","$419,652",,,"$315,752","$2,243,454","$557,107","$2,764,733","$27,033,554",,"$27,024,273","$7,599,048",,"$11,067,392",,,,"$406,426","$2,648,784","$4,841,409","$14,078,241","$5,814,394","$5,933,840",,"$1,917,855",,"$13,361,254",,"$245,612","$4,161,529","$188,549","$1,460,506","$569,257","$17,287,679","$44,103,989","$22,088,384","$19,449,406",,,"$24,614,481","$4,783,417",,"$10,423,522","$1,026,724","$2,940,983","$114,063,718","$2,137,938","$4,651,253","$244,095",,,,,"$3,152,309",,"$226,192",,"$640,194",,,,,,,,,,,,,"$12,939,602",,,"$488,827","$1,293,350",,,,,,,,,"$8,051,275",,,,,,
0120347,Tomorrow Never Dies (1997),,,,,,,,,,,,,,,,,,,,"$125,304,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,563",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119396,Jackie Brown (1997),,,"$1,485",,,,,,,,,,,,,,,,,"$39,673,162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119485,Kundun (1997),,,,,,,,,,,,,,,,,,,,"$5,684,789",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0118715,The Big Lebowski (1998),,,"$12,181",,,,,,,,,,,,,,,,,"$18,254,458",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,578",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$49,499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0112913,Fallen Angels (1995),,,,,,,,,,,,,,,,,,,,"$163,145",,,,,,,,,,,,,,,,,,"$2,105",,,,,,,,,,,,"$5,139",,,,,,,,,,,"$7,493",,,,,,,,,,,,"$73,282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120594,B. Monkey (1998),,,,,,,,,,,,,,,,,,,,"$39,371",,,,,,,"$11,461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120888,The Wedding Singer (1998),,,"$11,196,306","$408,627",,,,,,,,,,,,,,,,"$80,245,725",,,,,,,,"$6,027,052",,,,,,,,,,,,,,,,,,,,"$1,277,970",,,,,,,,,,,,,,,,,,,,,,,,,,"$675,072",,,,,,,,,,,"$15,130,970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119822,As Good as It Gets (1997),,,,,,,,,,,,,,,,,,,,"$148,478,011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0118744,Hush (1998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,614",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120890,Wild Things (1998),,,"$18,554",,,,,,,,,,,,,,,,,"$30,147,739",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120176,The Spanish Prisoner (1997),,,,,,,,,,,,,,,,,,,,"$9,593,903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0118819,Live Flesh (1997),,,,,,,,,,,,,,,,,,,,"$1,785,901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119792,Nil by Mouth (1997),,,,,,,,,,,,,,,,,,,,"$266,130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,347",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0118577,An Alan Smithee Film: Burn Hollywood Burn (1997),,,,,,,,,,,,,,,,,,,,"$45,779",,,,,,,,,,,,,,,,,,"$7,071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0138563,Kurt & Courtney (1998),,,,,,,,,,,,,,,,,,,,"$668,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$222,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120647,Deep Impact (1998),"$2,659,029",,"$10,688,052","$2,121,423",,"$2,719,236",,"$5,927,540","$83,981",,,"$520,880","$1,933,280",,"$1,805,445","$140,141",,,"$1,237,246",,"$110,257","$393,075","$76,836",,,"$792,869","$6,884,465","$19,684,089",,"$684,446",,"$518,760",,"$677,803","$380,551",,"$878,456","$8,028,904",,"$56,679,422",,"$55,817",,,"$318,446",,"$1,191,005","$10,851,408",,"$3,116,265",,,"$1,156,813",,,,,"$710,805","$4,274,770","$720,391","$1,050,962",,,"$57,877",,"$230,088",,,"$1,791,370",,"$153,265","$1,826,655",,"$8,256,564","$1,480,066","$2,002,812",,,"$6,098,901","$2,404,346",,"$1,245,067",,,"$17,098,743",,"$1,245,391",,,,,"$182,525","$431,770",,,,"$128,896",,,"$300,116",,,,,,,,,,,,,,"$43,998",,,,,,,,,,,,,,,
0120762,Mulan (1998),,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,265,856","$23,109,743",,,,,,,,,,"$15,267,199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,402,805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120902,The X Files (1998),"$3,621,024",,"$4,359,782","$1,571,291",,"$1,547,290","$158,368","$4,028,021","$137,447",,,"$643,773","$711,088",,"$710,417","$114,794",,,"$1,062,428",,"$19,315","$107,412","$63,543","$124,779",,"$861,267","$11,307,341","$15,449,735",,,"$907,914","$287,841","$114,563","$265,333","$260,178",,"$451,242","$3,637,324","$53,843","$8,648,767","$7,095",,,"$39,484","$96,746","$42,741","$423,038","$3,682,080",,"$1,942,373","$674,221",,"$382,554",,,,"$26,665","$474,875","$607,371","$1,018,603","$941,677","$504,845",,"$98,388",,,,,"$581,869",,"$114,909",,"$2,069,603","$5,910,405","$1,952,789","$1,910,273",,,"$1,748,589","$877,853",,"$549,187",,"$112,761","$14,006,788","$148,681","$398,680",,,,,,"$333,847",,"$18,085",,"$58,048",,,,,"$53,189",,,,"$250,143",,,,"$1,326,982",,,,,,,,,,,,,"$666,553",,,,,,
0120780,Out of Sight (1998),,,,,,,,,,,,,,,,,,,,"$37,562,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0073540,Picnic at Hanging Rock (1975),,,,,,,,,,,,,,,,,,,,"$49,582",,,,,,,,,,"$32,779",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0118789,Buffalo '66 (1998),,,,,,,,,,,,,,,,,,,,"$2,375,097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120591,Armageddon (1998),,,,,,,,,,,,,,,,,,,,"$201,578,182",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0129387,There's Something About Mary (1998),,,,,,,,,,,,,,,,,,,,"$176,484,651",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0018578,Wings (1927),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0036872,Going My Way (1944),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0036868,The Best Years of Our Lives (1946),,,,,,,,,"$4,727",,,,,,,,,,,"$23,650,000",,,,,,,"$6,620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0055614,West Side Story (1961),,,$426,,,,,,,,,,,,,,,,,"$44,055,492",,,,,,,"$1,813",,,,,,,,,,,,,,,,,,,,,,,,"$1,084",,,,,,,,,,"$1,880",,,,,,,,,,"$6,978","$40,240",,,,,,,,,,,,,"$11,704",,,"$12,717",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0061811,In the Heat of the Night (1967),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,669",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0064665,Midnight Cowboy (1969),,,,,,,,,,,,,,,,,,,,"$44,785,053",,,,,,,"$4,813",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0067116,The French Connection (1971),,,,,,,,,,,,,,,,,,,,"$51,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,871",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0075148,Rocky (1976),,,"$1,445",,,,,,,,,,,,,,,,,"$117,235,147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,790",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0082158,Chariots of Fire (1981),,,,,,,,,,,,,,,,,,,,"$58,972,904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$73,324",,,,,,,,,,,,"$257,131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0086425,Terms of Endearment (1983),,,,,,,,,,,,,,,,,,,,"$108,423,489",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0089755,Out of Africa (1985),"$2,948,000",,"$8,024,000","$2,014,000",,"$2,752,000",,"$1,815,000",,,,,"$304,000",,"$231,000",,,,"$6,299,000","$87,071,205",,,,,,"$2,889,000","$21,064,000","$18,837,000",,"$555,000","$738,000",,,"$28,000",,,"$1,940,000","$11,199,000",,"$12,312,000",,,,,,,"$122,000","$331,000",,"$5,197,000","$1,209,000",,"$2,308,000",,,"$427,000",,"$167,000","$93,000",,"$1,269,000",,,,,,,,"$206,000",,,"$1,606,000",,"$7,159,000","$5,445,000","$4,569,000",,,"$1,641,000","$194,000",,,,,"$12,076,000",,"$515,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0093389,The Last Emperor (1987),,,,,,,,,,,,,,,,,,,,"$43,984,230",,,,,,,"$9,278",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0095953,Rain Man (1988),,,,,,,,,,,,,,,,,,,,"$172,825,435",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
